review_decision,seed_name,resolved_google_name,google_types,google_maps_url,google_place_id,highway_name,route_context,region,proxy_type,cleanliness_tier,source_category,restroom_confidence,distance_from_highway_meters,local_notes,source_evidence,id,matched_at,updated_at
,Cube Stop,BERRIES HILLS,family_restaurant|restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=16791995790088866432&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJIcaMfABHCTkRgAoaCjQnCek,NH-58,Delhi-Haridwar,North India,wayside_amenity,tier_1,official_wayside_amenity,0.9,438,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,62a49dbe-b32f-4278-9612-030aa8a7e5ac,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,Cube Stop,"Magson - Gandhinagar, Infocity",chocolate_shop|health_food_store|candy_store|ice_cream_shop|dessert_shop|confectionery|grocery_store|food_store|restaurant|food|store|health|point_of_interest|establishment,https://maps.google.com/?cid=11438947707408752271&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJZyqE4jkqXDkRjx5ecFVOv54,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.9,484,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,2a4987eb-9df3-43fd-820c-e8a85027104a,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,Cube Stop,National Highway 6,route,"https://maps.google.com/?q=NH6,+Shillong,+Meghalaya,+India&ftid=0x375af449fa5ee231:0x9117bc2b3b6b218a&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA",Eh9OSDYsIFNoaWxsb25nLCBNZWdoYWxheWEsIEluZGlhIi4qLAoUChIJMeJe-kn0WjcRiiFrOyu8F5ESFAoSCX8gvTSPflA3ESuIjxD3LUhi,NH-6,Guwahati-Shillong,North-East India,wayside_amenity,tier_1,official_wayside_amenity,0.9,528,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,11bb76a7-05a9-4302-a5b7-1c6ce2585695,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,Cube Stop,Anantha & Anantha - Bibikulam Branch,discount_supermarket|shopping_mall|general_store|supermarket|department_store|building_materials_store|asian_grocery_store|furniture_store|home_improvement_store|home_goods_store|grocery_store|food_store|food|store|point_of_interest|service|establishment,https://maps.google.com/?cid=7471228715304542345&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJAa1B7OjFADsRieBsq-4ir2c,NH-785,Madurai - Natham - Thuvarankurichi Road,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,566,Rejected false-positive Google match: seed did not match resolved place name | Cube Highways amenity with dedicated Wash Stop,Cube Highways amenity with dedicated Wash Stop,2ad3bf7a-86d2-4ee7-8c70-dba782018ea4,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Cube Stop,Reliance SMART Superstore,hypermarket|health_food_store|supermarket|asian_grocery_store|convenience_store|market|grocery_store|home_goods_store|food_store|store|food|point_of_interest|health|establishment,https://maps.google.com/?cid=3700565844453322421&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJY8YlH-nFADsRtW6VcgcNWzM,NH-785,Madurai - Natham - Thuvarankurichi Road,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,633,Rejected false-positive Google match: seed did not match resolved place name | Cube Highways amenity with dedicated Wash Stop,Cube Highways amenity with dedicated Wash Stop,51728e21-eb32-4d19-922f-f3a1eb67d2dc,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Cube Stop,NEW MUSTAK HOTEL,restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=3205267888710519420&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJewzYpn-59jkRfIqOnClmeyw,NH-19,Govindpur Jharkhand,East & Central India,wayside_amenity,tier_1,official_wayside_amenity,0.9,648,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,d9b0bac6-c490-4fe8-84e1-a4d74c6cf1db,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,Cube Stop,S G Business Hub,shopping_mall|point_of_interest|establishment,https://maps.google.com/?cid=8252730804131850365&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJmwVU0zGDXjkRfegzB_GWh3I,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.9,919,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,47ab56a1-4c13-43a2-9903-8aadf4507b60,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,Cube Stop,Giftz - Biggest gift shop in Madurai,gift_shop|chocolate_shop|candy_store|dessert_shop|confectionery|toy_store|clothing_store|food_store|food|store|point_of_interest|establishment,https://maps.google.com/?cid=7674371794520996223&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJS5QnkZXFADsRf3mzjnzYgGo,NH-785,Madurai - Natham - Thuvarankurichi Road,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,966,Rejected false-positive Google match: seed did not match resolved place name | Cube Highways amenity with dedicated Wash Stop,Cube Highways amenity with dedicated Wash Stop,50edc6fc-5eaf-4b93-9e96-a75bc42b36f6,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Expressway rest area,Refreshment Zone,rest_stop|point_of_interest|establishment,https://maps.google.com/?cid=2454460545570460202&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ_9plO-tvczkRKlLwpdz-DyI,Yamuna Expressway,Greater Noida-Agra,North India,wayside_amenity,tier_1,official_wayside_amenity,0.86,30,"Rejected false-positive Google match: seed did not match resolved place name | Purpose-built expressway rest area with toilets, parking, and food options","Purpose-built expressway rest area with toilets, parking, and food options",80af1267-7125-44ac-bff6-8b353c3dd906,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Expressway rest area,Restroom on Highway,public_bathroom|point_of_interest|establishment,https://maps.google.com/?cid=13888106587404830524&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJC1UjyvkH6DsRPAcH4Vt3vMA,Mumbai-Pune Expressway,Mumbai-Pune,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.86,733,"Rejected false-positive Google match: seed did not match resolved place name | Purpose-built expressway rest area with toilets, parking, and food options","Purpose-built expressway rest area with toilets, parking, and food options",7b94c1fe-531b-419b-862c-a8c65e7138cf,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Expressway rest area,Mumbai - Pune Highway Toll Plaza - Khalapur,toll_station|transportation_service|point_of_interest|establishment,https://maps.google.com/?cid=5703179645662285865&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJZVao3aj95zsRKVDwxavDJU8,Mumbai-Pune Expressway,Mumbai-Pune,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.86,785,"Rejected false-positive Google match: seed did not match resolved place name | Purpose-built expressway rest area with toilets, parking, and food options","Purpose-built expressway rest area with toilets, parking, and food options",eaec89d8-f29a-4eb3-9edb-cdc252e224ad,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Expressway rest area,Missing Link Tunnel and Bridge Mumbai Pune Expressway,bridge|transportation_service|point_of_interest|establishment,https://maps.google.com/?cid=5704344311352447589&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJd1v5ZQAH6DsRZdKuou3mKU8,Mumbai-Pune Expressway,Mumbai-Pune,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.86,937,"Rejected false-positive Google match: seed did not match resolved place name | Purpose-built expressway rest area with toilets, parking, and food options","Purpose-built expressway rest area with toilets, parking, and food options",11df5c7a-d158-46c4-9d26-b5d3746cd200,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Highway Nest,National Highway 752G,route,https://maps.google.com/?cid=14298202036750577881&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ8xEMBT5b3DsR2fBIT_9qbcY,NH-752G,Yeola Road,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,9,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,290e50e5-dc18-429f-bd43-e26404400f7c,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,National Highway 160D,route,"https://maps.google.com/?q=NH+160D,+Nandur+Shingote,+Maharashtra,+India&ftid=0x3bddab60561dc629:0x5f695c4c52f358d8&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA",EixOSCAxNjBELCBOYW5kdXIgU2hpbmdvdGUsIE1haGFyYXNodHJhLCBJbmRpYSIuKiwKFAoSCSnGHVZgq907EdhY81JMXGlfEhQKEgntqxrRBKzdOxFW-63mO-MfrA,NH-160D,Nandur Shingote Loni Highway,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,14,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,4aebb0d4-f944-4e59-b420-a3de38996f2e,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,Naina resort,hotel|lodging|point_of_interest|establishment,https://maps.google.com/?cid=11519547786254184654&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJjSC7vzhTmjkRznDRrK2n3Z8,NH-128,NH-128,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,44,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,0c1327f8-0fac-4748-a3da-c33bdbf61e3f,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,National Highway 127A,route,https://maps.google.com/?cid=3359277311030140305&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJm5VWn9V9WTcRkR37ieqMni4,NH-127A,NH-127A,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,72,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,f983650b-904a-4d94-a819-c1ec75a5e730,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,Intelligent IT Hub Pvt. Ltd. (IIH Global),consultant|point_of_interest|service|establishment,https://maps.google.com/?cid=14447905642048769022&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJtQ50WEmDXjkR_sutFqJFgcg,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.9,140,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,eec14e14-3484-46dd-9ed9-a3c4fa9d2406,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Highway Nest,Eddie's Mess,restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=14848429426605514644&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ5biAxbTUpDsRlF9HpeQ3EM4,NH-173,Mudigere-Kadur Road,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,161,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,d3eaf3e1-3032-48c7-8ebb-a7d00193947b,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,Shalimar restaurant,restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=13088253542622807008&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJO8-KHq0ruzsR4MNHokDRorU,NH-173,Mudigere-Kadur Road,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,194,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,8ce7c115-e8fc-4d54-9596-7bd97b10c449,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,Dooars Panorama Nature's Nest,resort_hotel|hotel|lodging|point_of_interest|establishment,https://maps.google.com/?cid=14330862399949030796&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJG6CzbjD14zkRjMX2sWxz4cY,NH-717,NH-717,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,215,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,0f99d3bb-ff47-41a7-9fd2-b9648230b80f,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,Ri Kynjai - Serenity By The Lake,resort_hotel|hotel|lodging|point_of_interest|establishment,https://maps.google.com/?cid=2118984874811233900&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJxYsYEcSBWjcRbJaMS4QlaB0,NH-6,Guwahati-Shillong,North-East India,wayside_amenity,tier_1,official_wayside_amenity,0.9,216,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,25cd1bee-09ea-4e9c-b7fb-ce88c54ac679,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Highway Nest,The Nest - Handi Homestay,private_guest_room|lodging|point_of_interest|establishment,https://maps.google.com/?cid=6625511104497775546&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ9bppMoIruzsRuvP-_j6L8ls,NH-173,Mudigere-Kadur Road,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,216,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,1495e13e-1f34-48a6-840d-9e620f515469,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,La Nicholas Dei Da Kine Resort,resort_hotel|hotel|lodging|point_of_interest|establishment,https://maps.google.com/?cid=16471077914035876239&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJf7obs-CBWjcRj_HjZRgGleQ,NH-6,Guwahati-Shillong,North-East India,wayside_amenity,tier_1,official_wayside_amenity,0.9,247,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,49056288-a3b9-4acb-aafe-923b73b757c4,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Highway Nest,Khetlapa Tea Stall,tea_house|cafe|restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=1817546713505563893&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJt64rJkqDXjkR9YQtLRs5ORk,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.9,265,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,65689216-0e67-4e4b-82e8-375602ad5bfd,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Highway Nest,sg highway,apartment_building|point_of_interest|service|establishment,https://maps.google.com/?cid=5175487168585895499&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJIYAjILaDXjkRS44nrygG00c,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.9,284,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,1608e0aa-3276-49d2-b9f3-17add3703047,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Highway Nest,Ginger Ahmedabad Satellite,hotel|banquet_hall|lodging|restaurant|food|event_venue|point_of_interest|service|establishment,https://maps.google.com/?cid=6154209292714201567&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJAfe4-UibXjkR31Gjzb4kaFU,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.9,286,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,247d4648-98bc-4469-b2d0-60c8f6757df6,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Highway Nest,FabExpress SG Sarkhej-Gandhinagar Highway - Deluxe Double Room,lodging|point_of_interest|establishment,https://maps.google.com/?cid=15894954122854523078&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ8_AHPzeDXjkRxuDfRY84ltw,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.9,314,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,15013459-de9d-4850-bdac-7be38e7b8c06,2026-05-10T18:48:29.189+00:00,2026-05-10T18:48:29.189+00:00
,Highway Nest,Sector 1E,sublocality_level_3|sublocality|political,https://maps.google.com/?cid=11977573115081965477&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJUadMks7p5zsRpb-6y0njOKY,NH-548,Kalamboli Circle,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,329,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,5ac572d8-0f37-4f8e-97f2-f5f7e35e12e3,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
,Highway Nest,Himalayan Retreat Neelkanth,resort_hotel|hotel|lodging|point_of_interest|establishment,https://maps.google.com/?cid=11846455294894557868&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJrQmX49KroDkRrEq8U1MQZ6Q,NH-109E,Julikot - Bhawali Highway,India,wayside_amenity,tier_1,official_wayside_amenity,0.9,339,Rejected false-positive Google match: seed did not match resolved place name | NHAI official traveller amenity format at national highway toll plazas,NHAI official traveller amenity format at national highway toll plazas,3ebac91f-6f61-47f9-8660-cf90373c00bd,2026-05-11T08:46:56.517+00:00,2026-05-11T08:46:56.517+00:00
