review_decision,seed_name,resolved_google_name,google_types,google_maps_url,google_place_id,highway_name,route_context,region,proxy_type,cleanliness_tier,source_category,restroom_confidence,distance_from_highway_meters,local_notes,source_evidence,id,matched_at,updated_at
,Cube Stop,M Cube Practical Classes,educational_institution|point_of_interest|establishment,https://maps.google.com/?cid=561544529753077974&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJcz-U3yiDXjkR1vh-TcYBywc,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_1,official_wayside_amenity,0.9,1201,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,bfc99429-5ee4-47a4-95ff-d63642fe3a95,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,Cube Stop,NEW MUSTAK HOTEL,restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=3205267888710519420&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJewzYpn-59jkRfIqOnClmeyw,NH-19,Govindpur Jharkhand,East & Central India,wayside_amenity,tier_1,official_wayside_amenity,0.9,648,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,d9b0bac6-c490-4fe8-84e1-a4d74c6cf1db,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,Cube Stop,Mangeram chole kulche,indian_restaurant|family_restaurant|restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=16830745945262108113&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJF6brBepHCTkR0a0xnEPSkuk,NH-58,Delhi-Haridwar,North India,wayside_amenity,tier_1,official_wayside_amenity,0.9,1802,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,5fe6249c-7200-43cc-baea-f60593cc9dac,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,Cube Stop,Hoshiyarpuri,north_indian_restaurant|pakistani_restaurant|vegetarian_restaurant|indian_restaurant|restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=16294371491072248155&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJa0sMmARHCTkRWwmdM4o8IeI,NH-58,Delhi-Haridwar,North India,wayside_amenity,tier_1,official_wayside_amenity,0.9,1740,Rejected false-positive Cube Stop match: Google resolved to unrelated place name,Cube Highways amenity with dedicated Wash Stop,feeaa78d-4d46-477c-ae80-748fdc6ec256,2026-05-10T02:53:25.822+00:00,2026-05-10T09:24:00.463+00:00
,BPCL Ghar,Kargil Petrol Pump SG Highway,gas_station|point_of_interest|service|establishment,https://maps.google.com/?cid=13883890560320818876&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJP-pqtkuDXjkRvE5SlOd8rcA,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,wayside_amenity,tier_2,premium_fuel_program,0.78,331,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,8b17a70c-1a50-4970-a138-9c375de20500,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,Krishnagiri bharat gas,supplier|point_of_interest|service|establishment,https://maps.google.com/?cid=7312719034925200510&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ0bGnVUIzrDsRfjT0wjf_e2U,NH-44,Krishnagiri toll plaza,South India,wayside_amenity,tier_2,premium_fuel_program,0.78,472,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,18abf73b-345a-4600-bf4c-d04fdeecdd6d,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,Randi ke ghar,gas_station|point_of_interest|service|establishment,https://maps.google.com/?cid=12822623519541905912&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJR6wYKX8H6DsR-EndYicc87E,Mumbai-Pune Expressway,Mumbai-Pune,North & West India,wayside_amenity,tier_2,premium_fuel_program,0.78,1368,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,cc7245d9-5210-463c-8846-84ca29ea8a8b,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,Bhagirath Petroleum,gas_station|point_of_interest|service|establishment,https://maps.google.com/?cid=16022076909454065319&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ_Rgn2kqxWTkRp37_fw_aWd4,NH-47,Rajkot-Ahmedabad,North & West India,wayside_amenity,tier_2,premium_fuel_program,0.78,1216,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,b576c971-30ee-4370-8a53-13ff39959e09,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,Hindustan Petroleum Corporation Limited,gas_station|electric_vehicle_charging_station|transportation_service|point_of_interest|service|establishment,https://maps.google.com/?cid=13144014419713840965&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJxb8Ef3_o5zsRRdeniXnraLY,NH-66,Panvel-Goa,North & West India,wayside_amenity,tier_2,premium_fuel_program,0.78,1647,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,f194bcb8-24d7-400b-8f5b-ba5a9b7ba612,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,Magadh gas agency,supplier|point_of_interest|service|establishment,https://maps.google.com/?cid=16631589458122568356&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJndyFKM79jDkRpPKGhX5Gz-Y,NH-19,Aurangabad Bihar,East & Central India,wayside_amenity,tier_2,premium_fuel_program,0.78,1901,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,f5ab39f5-bda5-4d3c-acf4-d6170d2cb923,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,CNG Gail gas shree maa Shakti fuels,gas_station|point_of_interest|service|establishment,https://maps.google.com/?cid=8613319396988356948&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJby6ECwC99jkRVAl5MluoiHc,NH-19,Govindpur Jharkhand,East & Central India,wayside_amenity,tier_2,premium_fuel_program,0.78,1089,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,3db3d8ab-1845-4d1e-8706-1f7b7ddc845e,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,Govindpur Block (B.D.O . office ),point_of_interest|local_government_office|government_office|establishment,https://maps.google.com/?cid=5009979798868116298&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ4cZg_iu59jkRSsNqQxUGh0U,NH-19,Govindpur Jharkhand,East & Central India,wayside_amenity,tier_2,premium_fuel_program,0.78,33,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,cd191f86-0976-4b79-9d5b-bbd1ff13b786,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,Hindustan Petroleum Corporation Limited,gas_station|electric_vehicle_charging_station|transportation_service|point_of_interest|service|establishment,https://maps.google.com/?cid=9695754108606360754&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJm3dFpqnn5zsRsiwE0f08joY,NH-66,Panvel-Goa,North & West India,wayside_amenity,tier_2,premium_fuel_program,0.78,123,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,c6db11ed-7f06-44f9-a3a3-f8489bf84608,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,BPCL Ghar,Hindustan Petroleum Corporation Limited,gas_station|point_of_interest|service|establishment,https://maps.google.com/?cid=15427729146089044734&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJKwA6CHtNrjsR_vqTM-tNGtY,Bengaluru-Mysuru highway,Bengaluru-Mysuru,South India,wayside_amenity,tier_2,premium_fuel_program,0.78,776,Rejected false-positive Google match: seed did not match resolved place name/type,One Stop Trucker Shop with branded rest-stop facilities,3a08ce75-f24f-4f9e-ba97-27e5988143db,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Indian Oil COCO,CP Fuels - Diesel Delivery,gas_station|point_of_interest|service|establishment,https://maps.google.com/?cid=3713015399832175591&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJoRvPNkPHDDkR50ONcNVHhzM,Eastern Peripheral Expressway,Delhi NCR bypass,North India,fuel_station,tier_2,premium_fuel_program,0.74,962,Rejected false-positive Google match: seed did not match resolved place name/type,Company-operated fuel station proxy,74505647-a323-4691-9336-5234822ea809,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Indian Oil COCO,BP COCO Bharat Petroleum,gas_station|point_of_interest|service|establishment,https://maps.google.com/?cid=10414133036793659866&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJP7LvTTS_9jkR2gG_DdJuhpA,NH-19,Govindpur Jharkhand,East & Central India,fuel_station,tier_2,premium_fuel_program,0.74,1830,Rejected false-positive Google match: seed did not match resolved place name/type,Company-operated fuel station proxy,86dcdf17-e10a-413d-82b9-66eab2b3a045,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Jio-bp,Jio Store,corporate_office|point_of_interest|establishment,https://maps.google.com/?cid=10611444516842537108&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJQeSNeQAzrDsRlIAq9JBsQ5M,NH-44,Krishnagiri toll plaza,South India,fuel_cafe,tier_2,premium_fuel_program,0.82,322,Rejected false-positive Google match: seed did not match resolved place name/type,Modern mobility station with sanitized washrooms,00119ef0-b948-4c5f-b05b-8d4c1e278217,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Jio-bp,My Jio Store,cell_phone_store|electronics_store|home_goods_store|store|point_of_interest|establishment,https://maps.google.com/?cid=6346523803715805908&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJl957v_I1rDsR1KIKL8ZhE1g,NH-44,Krishnagiri toll plaza,South India,fuel_cafe,tier_2,premium_fuel_program,0.82,1137,Rejected false-positive Google match: seed did not match resolved place name/type,Modern mobility station with sanitized washrooms,d2cbc50b-4e05-4d8f-88e1-847cbc8a5b6f,2026-05-10T02:53:25.822+00:00,2026-05-10T09:45:55.686+00:00
,Shell Cafe,"Cherrry bean Café, Shillong",cafe|food|point_of_interest|establishment,https://maps.google.com/?cid=2914740426527658841&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJRyV05z9_UDcRWdOml_k8cyg,NH-6,Guwahati-Shillong,North-East India,fuel_cafe,tier_2,premium_fuel_program,0.76,498,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,e5f62ad3-520a-4608-9d99-cff22b0d33ee,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Surkhi Cafe,cafe|food|point_of_interest|establishment,https://maps.google.com/?cid=9465366134769549347&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ-5eOjSibXjkRI4Dzk1m8W4M,Sarkhej-Gandhinagar Highway,Ahmedabad-Gandhinagar,North & West India,fuel_cafe,tier_2,premium_fuel_program,0.76,441,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,47bd37d0-778b-4466-b784-146cbb3789fb,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Panorama Cafe,south_indian_restaurant|chinese_restaurant|indian_restaurant|restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=12049147360725649439&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJUbCqNdUG6DsRH0hjeq8rN6c,Mumbai-Pune Expressway,Mumbai-Pune,North & West India,fuel_cafe,tier_2,premium_fuel_program,0.76,168,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,3c908370-17a9-4566-b663-4c964d734622,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Shillong Cafes and Restaurants,restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=9940614228293606152&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ93XBhrt-UDcRCFuiFvkn9Ik,NH-6,Guwahati-Shillong,North-East India,fuel_cafe,tier_2,premium_fuel_program,0.76,1820,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,fd7aa672-7c1d-44ae-ac2e-f4595c3c840a,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Cafe Creme New Panvel,coffee_shop|cafe|food_store|food|store|point_of_interest|establishment,https://maps.google.com/?cid=15688764753861657712&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJCQt8xWfo5zsRcMSXxmuwudk,NH-66,Panvel-Goa,North & West India,fuel_cafe,tier_2,premium_fuel_program,0.76,1468,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,be2147db-1fb1-411e-8761-e4286c163e75,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Creamy Singh,cafe|brunch_restaurant|coffee_shop|fast_food_restaurant|dessert_shop|confectionery|food_store|restaurant|food|store|point_of_interest|establishment,https://maps.google.com/?cid=10106492358721077265&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ67OD1n9HCTkREQDF9kB5QYw,NH-58,Delhi-Haridwar,North India,fuel_cafe,tier_2,premium_fuel_program,0.76,1011,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,80615995-4d18-42a6-ace3-cdbdf2ab9647,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Z Square Roof Top Café,restaurant|food|point_of_interest|establishment,https://maps.google.com/?cid=223146934897991353&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJFRKgjIr9jDkRud5Pe_TGGAM,NH-19,Aurangabad Bihar,East & Central India,fuel_cafe,tier_2,premium_fuel_program,0.76,1398,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,2f215f41-c830-4074-86d9-dc77e361e090,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Jungle Treat Cafe,cafe|food|point_of_interest|establishment,https://maps.google.com/?cid=18253141447759497798&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJl_f1vDtHCTkRRgqq_G8vUP0,NH-58,Delhi-Haridwar,North India,fuel_cafe,tier_2,premium_fuel_program,0.76,1356,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,107eeba5-6d10-4293-9c96-8c886381c571,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,THE HILLS CAFE,cafe|food|point_of_interest|establishment,https://maps.google.com/?cid=6163711305418362815&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJdbWzA5d_UDcRv0-FicbmiVU,NH-6,Guwahati-Shillong,North-East India,fuel_cafe,tier_2,premium_fuel_program,0.76,1261,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,6660c237-12f9-43a0-a624-4099f98b30f5,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Chill Cafe,cafe|food|point_of_interest|establishment,https://maps.google.com/?cid=9586375021995625848&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJT4bz7JRHCTkReA26rUqlCYU,NH-58,Delhi-Haridwar,North India,fuel_cafe,tier_2,premium_fuel_program,0.76,1027,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,7e0d90b5-d2ae-4b50-acc6-dca891e286e4,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Cafe 16 Satyanagar,cafe|food|point_of_interest|establishment,https://maps.google.com/?cid=1438076044100795165&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ3cSPr5qnGToRHXug-IoS9RM,NH-16,Odisha corridor,East & Central India,fuel_cafe,tier_2,premium_fuel_program,0.76,477,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,81b21ee6-1ecf-48b2-b12f-73bb29e3fcb2,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Cafe,Cafe Shillong Bed and Breakfast,bed_and_breakfast|guest_house|hotel|lodging|point_of_interest|establishment,https://maps.google.com/?cid=6237452744122047426&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJ00XHh5d-UDcRwhuuLDnij1Y,NH-6,Guwahati-Shillong,North-East India,fuel_cafe,tier_2,premium_fuel_program,0.76,1556,Rejected false-positive Google match: seed did not match resolved place name/type,Cafe-attached fuel stop restroom proxy,54b1047a-6901-4826-842b-904e81c14b38,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Select,IndianOil,gas_station|point_of_interest|service|establishment,https://maps.google.com/?cid=7616164081766823561&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJB1932O_1WjcRifbMVOEMsmk,NH-6,Guwahati-Shillong,North-East India,fuel_cafe,tier_2,premium_fuel_program,0.78,1138,Rejected false-positive Google match: seed did not match resolved place name/type,Frequent road-tripper proxy for clean fuel station restrooms,a376f33e-5cce-4847-a2ec-9e0bdfdf39aa,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
,Shell Select,Coorg Shell,private_guest_room|lodging|point_of_interest|service|establishment,https://maps.google.com/?cid=8712480725012836294&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,ChIJaeSLFQoApTsRxu_TBg_z6Hg,Bengaluru-Coorg route,Bengaluru-Coorg,South India,fuel_cafe,tier_2,premium_fuel_program,0.78,914,Rejected false-positive Google match: seed did not match resolved place name/type,Frequent road-tripper proxy for clean fuel station restrooms,93cb21f7-43e7-4d3e-8cf6-dfb864cdeed5,2026-05-10T02:53:25.822+00:00,2026-05-10T09:43:49.298+00:00
